kind;class;element;ChangingClasses;ChangingMethods;CouplingDispersion;CouplingIntensity;CyclomaticComplexity;MaxCallChain;MaxNesting;MethodLinesOfCode;NumberOfAccessedVariables;ParameterCount;smell;reason
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao.consultarDiariosPorData;0;0;1;3;2;5;1;7;4;2;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao.carregarPorId;0;0;1;1;2;4;1;6;3;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao.consultarDiarioPorDataHora;0;0;0,6;5;2;6;1;6;3;1;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao.consultarDiarios;0;0;1;2;1;6;0;4;3;3;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateNotaDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateNotaDao.consultarOrdenadoPorSequencial;0;0;0,8;5;2;5;1;7;2;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateNotaDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateNotaDao.consultarMediaFinal;0;0;1;3;2;6;1;7;5;2;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateNotaDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateNotaDao.consultarMediaFinal;0;0;1;1;2;7;1;7;6;3;MessageChain;MAX_CALL_CHAIN = 7.0
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateParametroLancamentoNotasDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateParametroLancamentoNotasDao.consultar;0;0;0,333333333;6;2;8;1;6;2;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.sie.parametro.ParametroLancamentoNotas > 5
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateParametroLancamentoNotasDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateParametroLancamentoNotasDao.consultar;0;0;0,333333333;6;2;8;1;6;2;1;MessageChain;MAX_CALL_CHAIN = 8.0
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateParametroLancamentoNotasDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateParametroLancamentoNotasDao.consultarMediaFinalPorAnoEPeriodo;0;0;0,8;5;2;8;1;6;6;1;MessageChain;MAX_CALL_CHAIN = 8.0
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePlanoCursoDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePlanoCursoDao.consultarPlanoCursoPorTurma;0;0;1;2;2;4;1;6;2;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao.consultarTotalDeFaltas;0;0;1;3;2;6;1;6;4;2;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao.consultarTotalDeFaltas;0;0;1;2;2;5;1;6;3;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao.atualizarPresencasPorPeriodoParaTipo;0;0;1;2;1;7;0;14;5;4;LongParameterList;PARAMETER_COUNT > 0.6525940996948094
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao.atualizarPresencasPorPeriodoParaTipo;0;0;1;2;1;7;0;14;5;4;MessageChain;MAX_CALL_CHAIN = 7.0
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao.consultarPresencasPorDiarioClasse;0;0;1;2;1;4;0;4;2;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateTarefasDiarioDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateTarefasDiarioDao.consultarTarefasPorPlano;0;0;1;2;2;5;1;8;4;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateAreaConhecimentoDao;br.ufal.academico.dao.hibernate.ensino.HibernateAreaConhecimentoDao.listarAreasConhecimentoBase;0;0;1;1;2;5;1;6;2;0;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorCampus;0;0;1;1;2;12;1;7;3;1;MessageChain;MAX_CALL_CHAIN = 12.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorCampus;0;0;1;1;2;13;1;7;4;2;MessageChain;MAX_CALL_CHAIN = 13.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorUsuario;0;0;1;2;2;6;1;10;7;1;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorCoordenador;0;0;1;3;2;6;1;7;4;2;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorUnidade;0;0;1;2;1;7;0;4;3;1;MessageChain;MAX_CALL_CHAIN = 7.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorUnidades;0;0;1;2;2;7;1;8;5;1;MessageChain;MAX_CALL_CHAIN = 7.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorParametrosConsulta;0;0;0,363636364;11;16;4;1;36;3;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.Curso > 23
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorParametrosConsulta;0;0;0,363636364;11;16;4;1;36;3;1;LongMethod;MLOC > 4.811927772126122
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorParametrosConsulta;0;0;0,363636364;11;16;4;1;36;3;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.carregarCurso;0;0;1;1;2;15;1;5;3;1;MessageChain;MAX_CALL_CHAIN = 15.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarCursosAtivos;0;0;0;0;1;4;0;5;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarComCoRequisitos;0;0;1;1;2;5;1;10;6;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarEletivas;0;0;1;2;1;4;0;10;5;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarEstagios;0;0;1;2;1;4;0;10;5;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarEquivalentes;0;0;0,75;4;1;4;0;10;5;2;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarObrigatoriasDePeriodosAnteriores;1;1;0,666666667;3;1;4;0;11;6;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarObrigatorias;1;1;1;2;1;4;0;10;7;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarDePeriodosAnteriores;0;0;0,666666667;3;1;4;0;9;4;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarDisciplinasPorAtividadeEVersaoDoCurso;0;0;0,75;4;3;3;1;18;8;2;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.VersaoCurso > 4
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.eletivasObrigatoriasAnteriores;0;0;0,666666667;3;1;4;0;11;5;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarObrigatoriasPorPeriodo;1;2;1;2;1;4;0;11;8;2;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.getMaiorPeriodoVersao;0;0;1;2;1;4;0;8;5;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarDeTodosPeriodos;0;0;1;2;1;4;0;10;7;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.consultarDisciplinasCurriculo;0;0;1;2;2;6;1;7;4;1;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.consultarDisciplinasCurriculoSemSuperiores;0;0;1;2;2;6;1;7;4;1;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest.testListarEletivas;0;0;1;2;1;3;0;19;3;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 4
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest.testListarDePeriodosAnteriores;0;0;0,666666667;3;1;3;0;24;3;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 10
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest.testListarObrigatoriasDePeriodosAnteriores;0;0;0,666666667;3;1;3;0;24;3;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 10
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest.testListarMatriculadasNaoCumpridas;0;0;0,75;4;1;3;0;11;5;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dao.matricula.MatriculaAcademicaDao > 4
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest.testListarObrigatoriasNaoPagas;0;0;0,5;6;1;3;0;31;6;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 11
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest.testListarObrigatoriasNaoPagas;0;0;0,5;6;1;3;0;31;6;0;LongMethod;MLOC > 4.811927772126122
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest.testListarComPreRequisitos;0;0;0,5;6;1;3;0;26;6;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 9
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest.testListarComCoRequisitos;0;0;0,4;5;1;3;0;16;4;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 5
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest.testListarEquivalentes;0;0;0,5;6;1;3;0;16;6;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 5
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDaoTest.testEletivasObrigatoriasAnteriores;0;0;0,5;4;1;2;0;21;3;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 9
public method;br.ufal.academico.dao.hibernate.ensino.HibernateModuloDisciplinaDao;br.ufal.academico.dao.hibernate.ensino.HibernateModuloDisciplinaDao.listarPorAtividadeCurricular;0;0;0,5;2;2;5;1;7;2;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateVersaoCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateVersaoCursoDao.consultarAtivosPorCurso;0;0;1;1;2;5;1;7;4;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.ensino.HibernateVersaoCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateVersaoCursoDao.consultarPorCurso;0;0;1;2;2;4;1;7;2;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.espaco.HibernateEspacoFisicoDao;br.ufal.academico.dao.hibernate.espaco.HibernateEspacoFisicoDao.listarPorCampus;0;0;1;1;2;7;1;7;3;1;MessageChain;MAX_CALL_CHAIN = 7.0
public method;br.ufal.academico.dao.hibernate.espaco.HibernateEspacoFisicoDao;br.ufal.academico.dao.hibernate.espaco.HibernateEspacoFisicoDao.listarPorTipoEspacoCampus;0;0;1;1;2;8;1;7;4;2;MessageChain;MAX_CALL_CHAIN = 8.0
public method;br.ufal.academico.dao.hibernate.funcionario.HibernateCargo;br.ufal.academico.dao.hibernate.funcionario.HibernateCargo.consultarPorId;0;0;1;1;2;4;1;9;4;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.funcionario.HibernateContratoRHDao;br.ufal.academico.dao.hibernate.funcionario.HibernateContratoRHDao.consultarPorPessoa;0;0;1;1;2;6;1;6;3;1;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.funcionario.HibernateContratoRHDao;br.ufal.academico.dao.hibernate.funcionario.HibernateContratoRHDao.consultarContratosPorPessoa;0;0;1;1;2;6;1;7;3;1;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario.verificarExistencia;0;0;1;1;2;4;1;9;4;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario.consultarPorId;0;0;1;1;2;4;1;9;3;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario.consultarPorIdPessoa;0;0;1;1;2;4;1;9;3;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario.consultarAtivosPorUnidadeOrganizacional;0;0;1;3;3;4;1;15;8;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.HibernateAlunoDao;br.ufal.academico.dao.hibernate.HibernateAlunoDao.consultarPorMatricula;0;0;1;1;4;4;1;12;4;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.HibernateAlunoDao;br.ufal.academico.dao.hibernate.HibernateAlunoDao.consultarPorMatriculaCursosPermitidos;0;0;1;1;3;9;1;11;6;2;MessageChain;MAX_CALL_CHAIN = 9.0
public method;br.ufal.academico.dao.hibernate.HibernateAlunoDao;br.ufal.academico.dao.hibernate.HibernateAlunoDao.consultarPorNomeCurso;0;0;0;0;2;4;1;9;5;2;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.HibernateAlunoDao;br.ufal.academico.dao.hibernate.HibernateAlunoDao.consultarPorNomeCursosPermitidos;0;0;1;2;3;6;1;13;5;2;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.HibernateAlunoDao;br.ufal.academico.dao.hibernate.HibernateAlunoDao.consultarPorNome;0;0;0;0;2;6;1;7;3;1;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.HibernateAlunoDao;br.ufal.academico.dao.hibernate.HibernateAlunoDao.consultarPorUsuario;0;0;1;2;2;4;1;10;4;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.HibernateAlunoFeraDao;br.ufal.academico.dao.hibernate.HibernateAlunoFeraDao.consultarAprovadosPorCurso;0;0;1;2;2;5;1;7;3;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.HibernateAlunoFeraDao;br.ufal.academico.dao.hibernate.HibernateAlunoFeraDao.consultarAprovadoPorCPF;0;0;1;1;2;5;1;6;3;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.HibernateAlunoFeraDao;br.ufal.academico.dao.hibernate.HibernateAlunoFeraDao.consultarNaoAprovadosNaoMatriculadosPorCurso;0;0;1;2;2;6;1;7;4;2;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.HibernateAlunoFeraDao;br.ufal.academico.dao.hibernate.HibernateAlunoFeraDao.consultarAprovadosPorCurso;0;0;1;2;2;6;1;7;4;2;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao.consultarPorMatricula;0;0;0;0;2;6;1;6;8;1;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao.consultarAtivosPorUnidadeOrganizacional;0;0;1;2;2;5;1;9;8;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao.consultarPorUsuario;0;0;1;3;2;6;1;6;7;1;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao.consultarPorUnidadeOrganizacional;0;0;1;4;2;4;1;10;4;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao.consultarPorUnidadeOrganizacionalESituacaoId;0;0;1;4;2;5;1;10;5;2;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao.consultarPorId;0;0;1;1;2;4;1;9;4;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao.consultarPorPessoa;0;0;1;1;2;4;1;9;4;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao.consultarContratoRHPorPessoa;0;0;1;1;2;4;1;9;4;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao.consultarPorIdRH;0;0;1;1;2;4;1;9;4;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao.consultarPorUnidadeOrganizacionalESituacaoIdRH;0;0;1;4;2;6;1;14;9;2;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao;br.ufal.academico.dao.hibernate.HibernateDocentesEADDao.consultarPorUnidadeOrganizacionalRH;0;0;1;4;2;5;1;14;8;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.HibernateDocumentoPessoaDao;br.ufal.academico.dao.hibernate.HibernateDocumentoPessoaDao.existePessoaComDocumento;0;0;0,8;5;4;4;1;14;4;2;MessageChain;MAX_CALL_CHAIN = 4.0
