kind;class;element;ChangingClasses;ChangingMethods;CouplingDispersion;CouplingIntensity;CyclomaticComplexity;MaxCallChain;MaxNesting;MethodLinesOfCode;NumberOfAccessedVariables;ParameterCount;smell;reason
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao.getCargasHorariasCumpridasPorPeriodo;0;0;0,75;4;2;3;1;59;8;1;LongMethod;MLOC > 4.811927772126122
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao.getCargasHorariasCumpridasPorPeriodoAte;0;0;0,714285714;7;2;3;1;63;10;2;LongMethod;MLOC > 4.811927772126122
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao.listarMatriculasAtuais;0;0;0,8;5;2;7;1;7;4;2;MessageChain;MAX_CALL_CHAIN = 7.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao.listarMatriculasTrancadas;0;0;0,8;5;2;7;1;7;4;2;MessageChain;MAX_CALL_CHAIN = 7.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao.filtrarAlunosComDisciplinaAprovadaNoPeriodo;0;0;0,75;4;3;5;1;13;8;2;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao.filtrarAlunosComReprovacaoPorNotaNoPeriodo;0;0;0,75;4;3;6;1;12;9;2;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao.filtrarAlunosComMatriculaVinculoEmTCC;0;0;0,75;4;3;5;1;12;8;2;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao.getNumeroAlunosMesmoTurnoPorTurma;0;0;0,666666667;9;2;4;1;34;4;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.Turma > 4
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao.getNumeroAlunosMesmoTurnoPorTurma;0;0;0,666666667;9;2;4;1;34;4;1;LongMethod;MLOC > 4.811927772126122
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao.getNumeroAlunosMesmoTurnoPorTurma;0;0;0,666666667;9;2;4;1;34;4;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao.getNumeroAlunosOutroTurnoPorTurma;0;0;0,666666667;9;2;4;1;34;4;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.Turma > 4
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao.getNumeroAlunosOutroTurnoPorTurma;0;0;0,666666667;9;2;4;1;34;4;1;LongMethod;MLOC > 4.811927772126122
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao.getNumeroAlunosOutroTurnoPorTurma;0;0;0,666666667;9;2;4;1;34;4;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao.getNumeroAlunosFeraPorTurma;0;0;0,666666667;9;2;4;1;30;4;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.Turma > 4
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDao.getNumeroAlunosFeraPorTurma;0;0;0,666666667;9;2;4;1;30;4;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDaoTest;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaAcademicaDaoTest.testOptativasCumpridas;0;0;0,666666667;3;1;2;0;13;3;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 5
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaInstitucionalDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaInstitucionalDao.listarMatriculas;0;0;1;2;2;4;1;7;2;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaInstitucionalDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaInstitucionalDao.consultarComparecidosPorPeriodoIngresso;0;0;1;3;2;7;1;7;5;3;MessageChain;MAX_CALL_CHAIN = 7.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaInstitucionalDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaInstitucionalDao.consultarComparecidosPorPolo;0;0;1;2;2;7;1;7;5;3;MessageChain;MAX_CALL_CHAIN = 7.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaInstitucionalDao;br.ufal.academico.dao.hibernate.matricula.HibernateMatriculaInstitucionalDao.listarMatriculasAtivasGraduacao;0;0;0;0;1;7;0;5;3;0;MessageChain;MAX_CALL_CHAIN = 7.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao.consultarOcorrenciaPorMatricula;0;0;1;2;3;5;1;10;4;2;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao.listarTodosTracamentosPeriodos;0;0;1;2;2;7;1;7;6;1;MessageChain;MAX_CALL_CHAIN = 7.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao.listarTodosDestrancamentosPeriodos;0;0;1;2;2;5;1;7;4;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao.getAlunosDesligadosNoIntervalo;0;0;1;1;1;6;0;5;5;2;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao.getOcorrenciaDeInativacaoDaMatricula;0;0;0,75;4;3;5;2;16;10;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao.listarTrancamentos;0;0;0,75;4;1;6;0;5;4;1;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao.listarDesTrancamentos;0;0;0,75;4;1;6;0;9;10;2;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.PeriodoLetivo > 6
public method;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao.listarDesTrancamentos;0;0;0,75;4;1;6;0;9;10;2;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao.filtrarAlunosSemBloqueio;0;0;0,8;5;4;5;2;17;14;2;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao;br.ufal.academico.dao.hibernate.matricula.HibernateOcorrenciaDao.filtrarAlunosSemMobilidade;0;0;0,8;5;4;5;2;17;14;2;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateHorarioAulaDao;br.ufal.academico.dao.hibernate.oferta.HibernateHorarioAulaDao.listarHorariosAlocadosEmEspacoFisico;0;0;0,666666667;6;4;3;1;12;3;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.HorarioAula > 4
public method;br.ufal.academico.dao.hibernate.oferta.HibernateHorarioAulaDao;br.ufal.academico.dao.hibernate.oferta.HibernateHorarioAulaDao.consultarPorTurma;0;0;0,5;2;2;7;1;7;2;1;MessageChain;MAX_CALL_CHAIN = 7.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateHorarioAulaDao;br.ufal.academico.dao.hibernate.oferta.HibernateHorarioAulaDao.consultarHorariosModulo;0;0;1;3;2;5;1;7;3;2;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateHorarioAulaEspacoDao;br.ufal.academico.dao.hibernate.oferta.HibernateHorarioAulaEspacoDao.listarHorariosAlocadosEmEspacoFisico;0;0;0,5;2;2;4;1;7;2;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateModuloTurmaProfessorDao;br.ufal.academico.dao.hibernate.oferta.HibernateModuloTurmaProfessorDao.listarPorTurma;0;0;1;2;2;4;1;7;2;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateModuloTurmaProfessorDao;br.ufal.academico.dao.hibernate.oferta.HibernateModuloTurmaProfessorDao.listarPorTurmaProfessor;0;0;0,5;2;2;4;1;7;2;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateModuloTurmaProfessorDao;br.ufal.academico.dao.hibernate.oferta.HibernateModuloTurmaProfessorDao.consultarPorTurmaModulo;0;0;1;3;3;5;1;9;3;2;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateModuloTurmaProfessorDao;br.ufal.academico.dao.hibernate.oferta.HibernateModuloTurmaProfessorDao.consultar;0;0;0,75;4;4;7;1;10;4;2;MessageChain;MAX_CALL_CHAIN = 7.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateOfertaDao;br.ufal.academico.dao.hibernate.oferta.HibernateOfertaDao.listarPorCurso;0;0;1;2;2;5;1;9;4;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateOfertaDao;br.ufal.academico.dao.hibernate.oferta.HibernateOfertaDao.listarPorCursosSuperiores;0;0;1;3;2;5;1;9;4;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateOfertaDao;br.ufal.academico.dao.hibernate.oferta.HibernateOfertaDao.consultar;0;0;0,571428571;7;2;3;1;12;5;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.OfertaPk > 4
public method;br.ufal.academico.dao.hibernate.oferta.HibernateSolicitacaoDocenteCessaoDao;br.ufal.academico.dao.hibernate.oferta.HibernateSolicitacaoDocenteCessaoDao.consultarPorSolicitacaoDocente;0;0;0,5;2;2;5;1;7;2;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateSolicitacaoDocenteDao;br.ufal.academico.dao.hibernate.oferta.HibernateSolicitacaoDocenteDao.consultarPorTurma;0;0;0,5;2;2;5;1;7;2;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateSolicitacaoDocenteDao;br.ufal.academico.dao.hibernate.oferta.HibernateSolicitacaoDocenteDao.consultarPorUsuario;0;0;1;3;2;8;1;7;6;3;MessageChain;MAX_CALL_CHAIN = 8.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateSolicitacaoDocenteDao;br.ufal.academico.dao.hibernate.oferta.HibernateSolicitacaoDocenteDao.consultarPorOferta;0;0;0,5;6;2;11;1;7;3;1;MessageChain;MAX_CALL_CHAIN = 11.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateSolicitacaoDocenteDaoTest;br.ufal.academico.dao.hibernate.oferta.HibernateSolicitacaoDocenteDaoTest.testInserir;0;0;0,285714286;7;1;3;0;13;4;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.SolicitacaoDocente > 6
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao.listarTurmasPorExemplo;0;0;0,4;10;7;4;1;18;3;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.Turma > 15
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao.listarTurmasPorExemplo;0;0;0,4;10;7;4;1;18;3;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao.listarTurmasPeriodoAtualPorDisciplina;0;0;0,666666667;6;2;4;1;16;7;3;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao.listarTurmasPorPeriodoECodTurma;0;0;0,5;8;5;3;1;18;4;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.Turma > 9
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao.listarHorariosTurma;0;0;0,428571429;7;2;2;1;17;7;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.HorarioAula > 5
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao.listarTurmasPeriodoAtividade;0;0;0,666666667;3;1;3;0;13;6;4;LongParameterList;PARAMETER_COUNT > 0.6525940996948094
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao.listarTurmasMesmaAtividadeCurricularComPlanoCursoConfirmado;0;0;0,75;4;2;8;1;7;4;1;MessageChain;MAX_CALL_CHAIN = 8.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao.listarTurmasPorNomeAtividadeCurricularComPlanoCurso;0;0;1;1;2;5;1;7;3;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao.listarIdsTurmasNaoLiberadasParaMatricula;0;0;0,8;5;2;7;1;7;5;2;MessageChain;MAX_CALL_CHAIN = 7.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaDao.listarIdsTurmasNaoLiberadasParaMatricula;0;0;0,75;4;2;6;1;7;4;1;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao.consultarPorTurma;0;0;0,5;2;2;6;1;7;2;1;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao.consultarPorTurmaProfessor;0;0;0,666666667;6;4;8;1;10;3;1;MessageChain;MAX_CALL_CHAIN = 8.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao.consultarTurmasDoProfessor;0;0;0,8;5;2;8;1;8;6;2;MessageChain;MAX_CALL_CHAIN = 8.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao.consultarTurmasDosUltimosPeriodosDoProfessor;0;0;0,625;8;7;8;2;25;15;2;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.sie.estruturada.Opcao > 5
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao.consultarTurmasDosUltimosPeriodosDoProfessor;0;0;0,625;8;7;8;2;25;15;2;MessageChain;MAX_CALL_CHAIN = 8.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao.obterTodosHorariosDocenteNoPeriodo;0;0;0,5;6;4;6;1;14;5;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.TurmaProfessor > 8
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao.obterTodosHorariosDocenteNoPeriodo;0;0;0,5;6;4;6;1;14;5;1;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao.consultarTurmaPorPessoa;0;0;1;3;2;6;1;6;9;2;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao.consultarTurmasPorProfessorPorPeriodo;0;0;0,8;5;2;8;1;7;5;2;MessageChain;MAX_CALL_CHAIN = 8.0
public method;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao;br.ufal.academico.dao.hibernate.oferta.HibernateTurmaProfessorDao.consultarTodasTurmasPorProfessor;0;0;1;2;2;6;1;7;4;1;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.sie.documento.HibernateFluxoDao;br.ufal.academico.dao.hibernate.sie.documento.HibernateFluxoDao.consultar;0;0;0,5;2;2;6;1;6;4;3;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.sie.documento.HibernateNumeroTipoDocumentoDao;br.ufal.academico.dao.hibernate.sie.documento.HibernateNumeroTipoDocumentoDao.consultarPorTipoDocumentoAno;0;0;1;1;2;5;1;7;5;2;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.sie.documento.HibernateTramitacaoDao;br.ufal.academico.dao.hibernate.sie.documento.HibernateTramitacaoDao.listarValidasPorDocumento;0;0;1;1;2;4;1;7;2;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateCampusDao;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateCampusDao.listar;0;0;1;1;2;4;1;7;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateCampusDao;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateCampusDao.listarCampiInterior;0;0;1;1;1;6;0;4;3;0;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateCampusDao;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateCampusDao.listarPolosSertao;0;0;1;1;1;5;0;3;4;0;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateDeficienciaDao;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateDeficienciaDao.listar;0;0;1;1;2;4;1;7;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateDiaSemanaDao;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateDiaSemanaDao.listarDiasSemanaSemDom;0;0;0;0;1;4;0;6;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateDiaSemanaDao;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateDiaSemanaDao.listarDiasSemanaSemDomSab;0;0;0;0;1;4;0;7;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateEstadoCivilDao;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateEstadoCivilDao.listar;0;0;1;1;2;4;1;7;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateEtniaDao;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateEtniaDao.listar;0;0;1;1;2;4;1;7;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateHorarioDao;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateHorarioDao.listar;0;0;1;1;2;4;1;7;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateMesDao;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateMesDao.listar;0;0;1;1;2;4;1;7;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateMesDao;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateMesDao.listarPeriodoEntreMeses;0;0;1;1;2;5;1;7;4;2;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateMesDao;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateMesDao.consultarPorId;0;0;1;1;2;4;1;6;3;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateNacionalidadeDao;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateNacionalidadeDao.listar;0;0;1;1;2;4;1;7;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateNaturalidadeDao;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateNaturalidadeDao.listar;0;0;1;1;2;4;1;7;2;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateSituacaoAulaDao;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateSituacaoAulaDao.carregarPorItemTabela;0;0;0;0;1;4;0;2;2;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateTipoAulaDao;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateTipoAulaDao.carregarPorItemTabela;0;0;0;0;1;4;0;2;2;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateTipoDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.sie.estruturada.HibernateTipoDisciplinaCurricularDao.listar;0;0;0,5;2;2;5;1;7;4;0;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.sie.parametro.HibernateParametroAcademicoCursoDao;br.ufal.academico.dao.hibernate.sie.parametro.HibernateParametroAcademicoCursoDao.buscarPelaOferta;0;0;0,285714286;7;2;9;1;6;2;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.sie.parametro.ParametroAcademicoCurso > 6
public method;br.ufal.academico.dao.hibernate.sie.parametro.HibernateParametroAcademicoCursoDao;br.ufal.academico.dao.hibernate.sie.parametro.HibernateParametroAcademicoCursoDao.buscarPelaOferta;0;0;0,285714286;7;2;9;1;6;2;1;MessageChain;MAX_CALL_CHAIN = 9.0
public method;br.ufal.academico.dao.hibernate.sie.parametro.HibernateParametroAcademicoCursoDao;br.ufal.academico.dao.hibernate.sie.parametro.HibernateParametroAcademicoCursoDao.getParametrosAtuais;0;0;1;2;4;5;1;13;6;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.sie.parametro.HibernateParametroAcademicoCursoDao;br.ufal.academico.dao.hibernate.sie.parametro.HibernateParametroAcademicoCursoDao.consultarPorLancamentoDeNotas;0;0;0,4;5;2;7;1;6;2;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.sie.parametro.ParametroAcademicoCurso > 4
public method;br.ufal.academico.dao.hibernate.sie.parametro.HibernateParametroAcademicoCursoDao;br.ufal.academico.dao.hibernate.sie.parametro.HibernateParametroAcademicoCursoDao.consultarPorLancamentoDeNotas;0;0;0,4;5;2;7;1;6;2;1;MessageChain;MAX_CALL_CHAIN = 7.0
public method;br.ufal.academico.dao.hibernate.sie.parametro.HibernateParametroAcademicoCursoDaoTest;br.ufal.academico.dao.hibernate.sie.parametro.HibernateParametroAcademicoCursoDaoTest.testBuscarPelaOferta;0;0;0,4;5;1;2;0;8;4;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.sie.parametro.ParametroAcademicoCurso > 4
public method;br.ufal.academico.dao.hibernate.sie.parametro.HibernateParametroTipoDocumentoUtilizadoDao;br.ufal.academico.dao.hibernate.sie.parametro.HibernateParametroTipoDocumentoUtilizadoDao.getTipoDocumentoByTipoDocumentoUtilizado;0;0;1;2;3;4;1;9;4;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.dao.hibernate.transpal.HibernateArquivoTranspalDao;br.ufal.academico.dao.hibernate.transpal.HibernateArquivoTranspalDao.getArquivos;1;1;1;2;1;5;0;6;4;1;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.transpal.HibernateArquivoTranspalDao;br.ufal.academico.dao.hibernate.transpal.HibernateArquivoTranspalDao.getArquivosSemestrais;0;0;1;1;1;5;0;7;6;0;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.transpal.HibernateArquivoTranspalDao;br.ufal.academico.dao.hibernate.transpal.HibernateArquivoTranspalDao.getArquivosSemestraisAtuais;1;1;1;3;1;5;0;7;6;0;MessageChain;MAX_CALL_CHAIN = 5.0
public method;br.ufal.academico.dao.hibernate.transpal.HibernateArquivoTranspalDao;br.ufal.academico.dao.hibernate.transpal.HibernateArquivoTranspalDao.getArquivosAvulsosDesteSemestre;0;0;1;3;1;6;0;9;9;0;MessageChain;MAX_CALL_CHAIN = 6.0
public method;br.ufal.academico.dao.hibernate.transpal.HibernateArquivoTranspalDao;br.ufal.academico.dao.hibernate.transpal.HibernateArquivoTranspalDao.getArquivosDeAlunosDesligadosDesteSemestre;0;0;1;3;1;6;0;9;9;0;MessageChain;MAX_CALL_CHAIN = 6.0
